comment,ai_labelled,emoji_present,hindi_pct
udava saaheba he cha kaa hindutva,sarcastic,no,100.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
aare haraamakhora too bildara khaalee aaee de mhanatoya tujhee tara pakkee sujavalee paahije.,sarcastic,no,87.88
Women in Black - whatever wherever it’s free face_with_tears_of_joy,non-sarcastic,yes,0.0
"ek taraf bijli nahi, dusri taraf smart city",sarcastic,no,76.92
jaba lankaa me raavana kaa ahankaara ba.dhegaa to yahee hogaa ayodhyaa vaashee raamabhakta hain andhabhakta aura chaatukaara nahee jaya shree raama triangular_flag triangular_flag hija.de tuma aura tumhaare baapa daadaa honge hama nahee,sarcastic,no,90.12
India is secular just to act against Hindus.,sarcastic,no,0.0
Up k hinduon ko garv hai ki wo hijde hain face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,36.11
sb lungi ka jalwa hai fire,non-sarcastic,no,90.0
tera bap hai re lovde ye banda,non-sarcastic,no,70.0
aaukat mein reh kar bat karo nakli nasal ke,sarcastic,no,100.0
All eyes on maulvi rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
jay shree ram triangular_flag triangular_flag bolo bhai log triangular_flag triangular_flag,non-sarcastic,no,36.36
Kuthe gele swhatala hindu party mahannare Uddhav ji ! Bagha,non-sarcastic,no,71.43
are haraamajado sarakaara banane kee baata huee thee....,sarcastic,no,82.61
hamare desh ke kai mahilayen bhikhari hai rahul gandhi ji sun lijiye inki pukar aur 8500 hajar rupaye dal dijiye face_with_tears_of_joy,sarcastic,yes,63.83
tum logon ka plan ek filter ke bina dikhayi nahi deta,sarcastic,no,88.24
garva hain hame kee hama madhyapradesha se hain| red_heart kattara hindoo jaya shree raama,non-sarcastic,no,74.19
jaya shree mahaakaala trident_emblem trident_emblem trident_emblem om om om om trident_emblem trident_emblem trident_emblem trident_emblem triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,11.48
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy check_mark_button,non-sarcastic,yes,0.0
happy bday 'mera photo dikhao.. nahi ye achcha nahi hai.. delete..' bhai,sarcastic,no,46.15
Arre kahe ka chacha nehru face_with_symbols_on_mouth,sarcastic,yes,35.29
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
Majhub cross_mark family po*n hub check_mark_button upside-down_face,non-sarcastic,yes,4.35
clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic,no,0.0
Spider मैन की अमी आ गई है अब किसी को कुछ नही होगा face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,10.0
Ab bhul jao kuc nhi milne vala he face_with_tears_of_joy bjp hi best he bjp ki raj me sab kuc Mumkin he red_heart red_heart,sarcastic,yes,53.85
"hindu bhaiyo se nivedan he ki ise chunav ke liye khada , sula dena chahiye fire",sarcastic,no,74.07
jo zyada chillaata hai wahi winner hota hai,sarcastic,no,92.31
Jai shree ram folded_hands folded_hands folded_hands red_heart red_heart red_heart red_heart,non-sarcastic,no,9.09
2012 mein wo cm tha kya lawde?,sarcastic,no,70.0
aagar congress satta me a bi jati to bi financially ye possible nahi tha...par pata nahi ye log kab samjhenge.. congress kya koi bi party' esa nahi kar sakti barna desh ki economy barbad ho jayegi,non-sarcastic,no,69.84
"dhruva raathee jaise moorkha youtuber jo aaja yootha ko galata ora adhooree jaanakaaree parosa kara yootha ko bhatakaa rahai hai ,yootha kaa brena vaasha kara rahai hai,aura svayan ko mahaaj~naanee saabita kara rahe hai| unase aaja ke yootha ko saavadhaana rahanaa chaahie agara aapa kisee ko sunanaa hee chaahate hai to svaamee vivekaananda jee ko sunie , dhruva raathee jaise moorkho ora desha droheeyo ko nahee| jaba taka aapakee preranaa kaa strota aise bevakoopha loga rahenge aapa kabhee mahaana nahee bana sakate| kyonki aapako rataa rataayaa adhooraa,galata aura tathyaheenna j~naana hee parosaa jaa rahaa hai| jaya raaghava",sarcastic,no,89.82
nodi ji ne 15 lakh diye the. aaapko mil gaya kya?,sarcastic,no,66.67
nountain dew cross_mark sukha nasha check_mark_button skull skull moai,sarcastic,yes,27.27
Bal white ho agya hai but dimag bache wala he hai afsor ho rha hai mujhe kse kse log hai bhaii face_with_rolling_eyes,non-sarcastic,yes,71.79
To shaddi kyu karvate ho khud hi kar liya kro bacche face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,36.54
Jalne wale ko jalne do face_with_tears_of_joy,non-sarcastic,yes,42.11
ora vo phataaphata gaayaba ho gayaa,non-sarcastic,no,100.0
ye lande naheen sudharenge pig pig_face,non-sarcastic,no,57.14
Maa to maa hi hoti hai love you maa smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic,yes,8.51
Halkut he is he knows only how to make children very good producer of bachchas,non-sarcastic,no,16.67
ghalun dakhva mg sangto ami saglezn,non-sarcastic,no,69.23
aaalya lokanache karyakram pan hou deu naye,non-sarcastic,no,92.86
Ye bhi to hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,13.16
buldozer a raha hey wait lawde bhudde,sarcastic,no,64.29
aare anpad ourto bjp ki dalalo kha bni ouski sarkar ye godi media h,sarcastic,no,84.62
he bhagwan kitne khatarnak log hain,non-sarcastic,no,100.0
"Exactly, we are also gonna tell our kids how they destroyed our most beloved temples. Aur tin Mandir aur banega.. Jai Mahakaal..",sarcastic,no,28.95
Yaha muje Congress ko support krne wale dikhayi nhi de rahe hai face_with_tears_of_joy,non-sarcastic,yes,58.06
to dhruv tu apni sakal mat dikhaya kr tu lagta hi bura h mujhe suru se middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger middle_finger,non-sarcastic,no,42.11
eeslaan ..... nuj pina h teri bhn k sath ek patiyala jam...,sarcastic,no,60.71
इनलोगो ने कांग्रेस को चुना ..अब कांग्रेस वालो ने इनको चुना लगा दिया मोये मोये rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,4.51
proud to be Hindu triangular_flag triangular_flag,non-sarcastic,no,0.0
Aur daao pappu ko mat face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,17.24
रूपये मिलेंगे और जरुर मिलेंगे लेकिन आलू से सोना बनने के बाद। face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,2.44
enraged_face enraged_face enraged_face enraged_face oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist,non-sarcastic,no,0.0
maa ki chuttt Teri face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,yes,16.28
Na india ka na China ka ye nikla Pakistan ka rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,10.81
"But Kejriwal was not the CM in 2012, hence Kejriwal became the first sitting CM to have been arrested by any agency in India after the Independence so don't mislead people",non-sarcastic,no,0.0
Jaldi hat topibazz yha hat reee tori maki chodo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,22.22
vote ke badle reels milti hai,sarcastic,no,66.67
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
Payment kar do Bhai 150rs.se jyada nahi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,14.04
"Isliye modi sahab ka PM bana rehna zaroori hai,now this is the time PM ban waqf board",sarcastic,no,62.96
aayodhya vasi hindu nahi hijde hai,sarcastic,no,100.0
Tu ratri kuthe kuthe firti lokana mahiti ahe. Tujhi layki... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Zvdiii,non-sarcastic,yes,32.79
bro dalla hai vo kisi ka jaha bolna chaiya vaha nahi bolega face_with_tears_of_joy,sarcastic,yes,58.62
Rahul Gandhi ki sarkar kaha bani hai congress har gayi hai toh kaise dega ye sab modi ke chamche hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,40.3
Mountain Dew Dar Ki Man ka bhosda face_with_tears_of_joy,sarcastic,yes,28.57
aaeeneen zindabad education nan green_heart green_heart green_heart orange_heart orange_heart orange_heart orange_heart orange_heart orange_heart,non-sarcastic,no,17.14
teri ma***cu face_with_tears_of_joy du ga koi masala to nahin,sarcastic,yes,44.44
BJP always winning fire fire red_heart red_heart,non-sarcastic,no,0.0
"kucha to sharma karo apanee kursee ke liye kyon kisee bhee dharma kaa majaaka banaa rahe ho, oopara vaale ke ghara dera hai lekina andhera nahee",non-sarcastic,no,93.75
Heart touching cross_mark Kidney touching check_mark_button,non-sarcastic,yes,0.0
Last mai baat zuban pe aa gayi confused_face,non-sarcastic,no,53.85
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing enraged_face,non-sarcastic,yes,0.0
"Some people, in order to get likes, start speaking ill about other's religion. It was necessary to answer them, that is why I had to say all this. If anyone feels bad then I apologize.",non-sarcastic,no,0.0
raising_hands raising_hands raising_hands raising_hands raising_hands raising_hands raising_hands,non-sarcastic,no,0.0
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,0.0
Behen chod rolling_on_the_floor_laughing rolling_on_the_floor_laughing clapping_hands clapping_hands clapping_hands,non-sarcastic,no,10.26
le re la*d ke sone le dhyan se skull,sarcastic,no,64.29
naje le bhai ab tu.. fire,sarcastic,no,70.0
bahut acchi bat hai tumhara video,non-sarcastic,no,90.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
Bilkul sahi baat hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy folded_hands folded_hands folded_hands,non-sarcastic,yes,7.95
bhai dhruv rathi sirf congress ko support karta hai aur jaha congress jiti waha agle hi sal musalman india me jyade tadar me a jaenge per ye bat apne hindu bhaiyo ko kon samjhaye jo congress ko support karte hai face_with_open_mouth,sarcastic,yes,67.95
Vidro besta pile_of_poo pile_of_poo pile_of_poo pile_of_poo,non-sarcastic,no,0.0
LAURE PE MERE LINDU LOG KE COMMENTS fire,sarcastic,no,55.0
hilaa raanda mhatalan tara to raandechaa apamaana aahe hilaa shivaseneta thevaleecha kashee uddhava saahebaannee jara kharacha baalaasaahebaanche vichaara dokyaata asateela tara hilaa haakalaa shivasenetoona aani jaraashee ijjata raakhaa svatahbaddala hindoonchaa manaata,sarcastic,no,100.0
flushed_face flushed_face flushed_face flushed_face kon cutya hy akal nahi de maa bap ne isko rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,25.93
koi na bro jitney b honhey halal karengey,non-sarcastic,no,81.25
suno randiyo hamare jay sri ram the jinda hai or jinda range bolo jay shree ram,sarcastic,no,96.3
"vo gaa.dee thokane vaale ko thaane chalane ke lie hee to kaha rahee hai,",sarcastic,no,80.0
chl pehle tere aallah ki photo dikha skull skull,sarcastic,no,78.57
Acting cross_mark ultra pro max over acting check_mark_button,sarcastic,yes,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
jay shree ram folded_hands folded_hands folded_hands folded_hands,non-sarcastic,no,15.38
nodi ji ne bhi bola tha 15l ayenge or 2 bar u ki sarkar a ke bhi chli gyi pr tune apni channel pe ye sawal nhi pucha or na logo se interview liya godi media enraged_face,non-sarcastic,no,78.95
eenka bap chhod ke gaya tha ya inki ma enraged_face,sarcastic,no,72.22
naine bhi kiya hai... delhi ja rahe toh permission leke baith gaya... ek 2 km lamba bridge aya... height kuch 40-50 m ho gi shayad... neri gand phat gayi...,non-sarcastic,no,58.06
eendia eendia eendia eendia eendia eendia eendia eendia eendia check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic,no,0.0
Mountain dew + khaini check_mark_button skull moai fire,non-sarcastic,no,25.0
Rathi le Tera baap Jo tujhe iska bhi nhi pta tha. face_with_tears_of_joy,non-sarcastic,yes,62.5
Andhi thi fekne k phle face_with_rolling_eyes face_with_rolling_eyes,non-sarcastic,yes,39.13
Gaon basa nahin bhikhari pahle a gaye face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,35.29
Kay shree ram jay jay shree ram smiling_face_with_heart-eyes,non-sarcastic,yes,39.13
Bro has deep thought last night,non-sarcastic,no,0.0
ye pelavaane men maahira lagatee hai face_with_tears_of_joy,non-sarcastic,yes,50.0
jay shree ram jay shree ram jay shree ram jay shree ram jay shree jay shree ram jay shree ram jay shree ram,non-sarcastic,no,84.78
🅹 A_button_(blood_type) 🆈 🆂🅷🆁🅴🅴 🆁 A_button_(blood_type) 🅼 prayer_beads triangular_flag triangular_flag,non-sarcastic,no,0.0
India India India India India red_heart red_heart red_heart red_heart red_heart triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,0.0
Jail nehi iske pass bhejo .... tab isko achha legega... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,29.82
Ja beti pahle abbu ko khush karke aa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,28.26
bas esse aact ko nikalne k leyye 400+ chahiye tha. par apne oop wasiyo ke dimag se gobar nikle tab na,sarcastic,no,91.43
tumhara campaign Netflix worthy hai,sarcastic,no,50.0
Kay nalayk Bai ahe enraged_face enraged_face enraged_face Bai navala kalank ahe,sarcastic,no,48.28
Accha hua in bhikmango ke sath check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,30.77
janasankhyaa niyantrana kaanoona jalda se jalda laanaa hogaa ji,non-sarcastic,no,100.0
1500 saal pehle Allah paida bhi nai hua tha mandir ki jamin inki hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,29.09
mai alphreda nyutraana ko bulaake laataa hun,non-sarcastic,no,53.33
Please tag on random sena please sir bachna nahi chahiye,non-sarcastic,no,52.94
Jago mere Hindu bhaiyoooo enraged_face enraged_face enraged_face enraged_face enraged_face har har mahadev folded_hands folded_hands triangular_flag,non-sarcastic,no,13.46
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Bolte Rahe,non-sarcastic,yes,2.86
Itne me to Mai chhat se hi kud jata face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,37.14
G**nd fat jana ky he oatahe ?? samne 2 log hen dekho unke muhh rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,15.46
vote ke liye acting karni padti hai,sarcastic,no,80.0
Jai shree ram red_heart red_heart red_heart,non-sarcastic,no,26.67
The third term will be difficult for them.,non-sarcastic,no,0.0
tu thoda sa bahen ka louda hai keya,sarcastic,no,100.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
shee hyaa sadakyaa gaandeelaa kona jhavala.. jaama vaasa yeta asela..,sarcastic,yes,85.19
Dawood ko pakd lete na kyu nhi pakde face_with_tears_of_joy,sarcastic,yes,48.0
dhrup kejriwal ka goo khata hai skull skull skull,non-sarcastic,no,43.75
case nahi sir tan se juda,non-sarcastic,no,71.43
gadi chalani ati nhi hai road par nikal jati hai laker behuda auraton ne had kar rakhi hai fire fire fire fire,sarcastic,no,83.87
Bhai I wonder yeh kehne ke bad khud sunte h ki nhi kehe kya rhe hein melting_face do they think it's a thing to flex about,sarcastic,no,52.27
nountain dew dar ke ma ke......,sarcastic,no,40.0
grevitee namaka kee koee cheeja hee naheen hai jaise face_with_tears_of_joy,non-sarcastic,yes,53.57
She is a chapri woman everyone knows,non-sarcastic,no,0.0
Ye to modi ne b 15 lakh bole the cross_mark,sarcastic,yes,57.14
Chut face_with_tears_of_joy face_with_tears_of_joy lane puri ho gyi face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,15.38
ye godi nedia wale nhi sudhrenge,non-sarcastic,no,91.67
hilaa baaee mhanyaachaa raanda saangaa sagalyaannee,sarcastic,no,100.0
face_with_tears_of_joy ab AP kya hi bol sakte ho,sarcastic,yes,40.0
Bolo jay shree Ram crown red_heart,non-sarcastic,no,54.55
Tum teeno log phle face reveal kro face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,27.27
40 hjar ki scoti h gadi gadi ho rkhai h,non-sarcastic,no,88.24
hee eka raanda aahe hi dusaryaachyaa maandeevara basalee jasa svataa asala tasa jaga disate,sarcastic,no,100.0
netaon ki soch out of syllabus hai,sarcastic,no,25.0
ye anpadh buddha bahat bolta hai,sarcastic,no,100.0
tum sabhi bjp ka admi enraged_face,non-sarcastic,no,50.0
"wah didi wah , ese he gira ke niche ap laet jao .",sarcastic,no,73.68
jay shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic,no,26.67
500+ calls star plus face_with_tears_of_joy television,non-sarcastic,yes,0.0
kyu ki aaapki kartut ko pure desh dekha hai....,sarcastic,no,68.42
Ab to khata khat nehi ayega ab to fata fat yahase bhago chutiya log rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,46.43
tula koni koni khalle te sang na bai.bc sali,sarcastic,no,70.59
"aaur kuch log bhul gaye ki mandir giraye gaye , sar dhad se kalam huye , vasturachana ke bad hath kat gaye , ghar se log bhagaye gaye crying_face",non-sarcastic,yes,84.62
Ye h educated person face_with_tears_of_joy Dhruv jhatu,non-sarcastic,yes,23.81
to ji kyu boll rahe ho grinning_face_with_sweat,sarcastic,yes,45.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fake News for andhbhakt chutye pro max,sarcastic,yes,15.22
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy mai kuch bolunga to vivad ho jayega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,9.84
neta ji ne fir se ek nayi umeed jagayi,sarcastic,no,100.0
Chlo sukr hai gadi mye gadi pela vo tmko n pela face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,26.23
kaangresa karavaa lete phaisalaa phira banaa detee mandira,sarcastic,no,63.16
Sudhanshu Trivedi always and always great person,non-sarcastic,no,0.0
WhatsApp pe aya tha mujhe face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,13.95
yeh logo ko pakistan mein bhej dena chahiye tha jab batwara hua tha yeh din ata nahi,non-sarcastic,no,92.31
aaukat hi nhi h sarkar bnane ki check_mark_button fire,non-sarcastic,no,65.0
earth ki gravity kam ho gaya hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,17.24
ja oi kamine tere us godi n kya kiya budhey,non-sarcastic,no,100.0
phle tu ja halala kra face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,26.67
hindu ke virodhi hindu hijde enraged_face,sarcastic,no,66.67
Laalach buri bla hai face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,26.67
hath mt dikaw l mu prr mar do chutiya galti orr seena zori,non-sarcastic,no,95.83
"haa pana tyaacha pravrritteechaan disatoya, yaachee gaadee palatee karaa",non-sarcastic,no,61.54
Proud to bhi andhbhakt people_hugging face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,17.14
desh ke partition ke bad muslim ko bharat ke nahi rehena chaiye tha,sarcastic,no,75.0
yeh hai asli ground level ka kaam,sarcastic,no,75.0
aaga ye baaee jaraa vichaara karuna bola shabree hee aaee samaana hotee ga aaee chaa vayaachee hotee raamaachaa aanee eka aaee samaana aasalelee shabree ne ushtee bora khaayalaa dileen tara tyaata ashaleela saarakha vaataayala kaahee sudhaa vaaeeta goshta naahee zaalee tuja mana cha ghaana tyaata kaaya karaava raising_hands,non-sarcastic,no,97.37
aa kam ek mother c**d kar sakta nai enraged_face,non-sarcastic,no,41.18
shudhanshu ji ka bat hi alag hai maja a jata hai red_heart red_heart red_heart,non-sarcastic,no,62.5
tum sab ki bahan ke sath to ham bhi rah lenge bhejo fire rolling_on_the_floor_laughing triangular_flag,sarcastic,no,57.58
Dhruv uncle crying_face ko share kro,non-sarcastic,yes,23.08
"After watching this video , mear brain tumor ho gaya face_with_tears_of_joy",non-sarcastic,yes,14.29
jai shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic,no,26.67
Condom afraid of this guy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,0.0
"""Hum Laye Hain Toofan Se Kashti Nikal Ke"" - Modi ""Hum to wapas toofan me le jaenge"" - Shatru #BiharKaJaichandShatrughan",sarcastic,no,52.17
laode congress ki sarkar kaha bani bjp ki bani na patrkar laode,sarcastic,no,76.0
enraged_face enraged_face enraged_face enraged_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
गिरगिट - केजरीवाल प्रभु आपके चरण कहा है आप तो रंग बदलने में हमारी प्रजाति को भी पीछे छोड़ दिए face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,0.0
Killing human comparing with invaders illegal construction,non-sarcastic,no,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy garibo ki nhi tumhari hi sahayta hogi GARIBO ke liye Humare Prabhu Shree Ram hai triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,yes,27.91
"It is just fandom when Elvish yadav won he was followed with huge rally, he was awarded by Haryana CM aus time godi media ko popularization yaad nahi ata",non-sarcastic,no,18.42
hila.. nihun phaile. pakistan mde taka. n samjl ks. aast.. heya bai la. nhurk sali smirking_face,non-sarcastic,no,41.03
Inke baap ko dikhwo ye video face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,20.93
baba ji hum ap ke sath dil se hai triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,50.0
dekh lo educate person ki sarkar ayi to ese hi act pass honge face_with_tears_of_joy,sarcastic,yes,46.67
please look into this matter folded_hands,non-sarcastic,no,0.0
nikal ke faikna chahiye iss act ko kya chutiyapa act hai sala apna ghar donate kardena lelo karke,sarcastic,no,87.88
aare aunty ji apka baccha to plastic ka nikala doctor ko batao face_with_tears_of_joy,sarcastic,yes,50.0
It is not good for securaium but phir bhi muslim vote bank ke liye ye congress ki den hai pr chamcho ko ye nhi dikhenga chamcho abhi to jag javo otherwise angry_face,sarcastic,yes,61.54
"eeska aabhi tak banda walo se pala nhi pada ,",non-sarcastic,no,93.33
eetne name to nachaniya k bete ko yad krne 80 ki budhapa a jayegi,sarcastic,no,78.26
Le moot diya tere germen shepherd ki research par face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,14.58
tu sahihe log chutya he kya kare crying_face,non-sarcastic,yes,70.59
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
kuch na karke bhi darr ki ma ki ch*t,sarcastic,no,80.0
chup shurpnakha abhi to mathura baki hi jai shree krishna,sarcastic,no,76.19
eendia me sb ko muft me chaye kisi ko mahenant nai krni enraged_face,sarcastic,no,64.0
#indiannationalcongress #rahulgandu #congress ke maa ka bhosda enraged_face enraged_face,sarcastic,no,18.75
aura sonaakshee isa dharma men chalee gaee,non-sarcastic,no,84.62
5 star + mountain dew + redbull skull,non-sarcastic,no,0.0
chocolate_bar beverage_box cross_mark bottle_with_popping_cork tropical_drink beer_mug check_mark_button,non-sarcastic,yes,0.0
hilaa chaukaata neoona... phatake maarale paahijeta tyaavara tikhata +meetha cholaayachan...,sarcastic,no,79.41
Tum hi to yahudiyo k khilaf ho is waqt face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,27.87
Mountain dew.... Dar ki maa ki chud check_mark_button,non-sarcastic,no,31.58
live dekhne ka ghamand hai alien,non-sarcastic,no,77.78
Ye apne hosho hawas main nhi hai raat ki utri nhi hogi shayad face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,51.11
are bahana raama.aura raheema. dono aikahee hai.,non-sarcastic,no,81.25
ye ghatiya aaadmi hey iska nam hi kyun lete ho,sarcastic,no,100.0
aapne desh mein hee dushmano ki koi kamee nahein.,non-sarcastic,no,94.12
aagar aur ek meeting ho gayi toh recession bhi sabse pehle a jaega. #gst,sarcastic,no,70.37
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
"respect for np , himachal, delhi, gujarat",non-sarcastic,no,0.0
