comment,human_labelled,ai_labelled,emoji_present,hindi_pct
jo apni bahan ke sath kar sakta hai wo bahanchod hota hai,sarcastic,sarcastic,no,100.0
feedback system image form mein tha,sarcastic,non-sarcastic,no,33.33
kyu tera kya brigade kiya landbhakt,sarcastic,sarcastic,no,91.67
aapni gad ma apna land gusa la gadu,non-sarcastic,sarcastic,no,92.31
pakistan ja k apni m .....,sarcastic,sarcastic,no,41.67
Why do they doing this in another country face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
ग्रेविट ki मां की ऐसी तैसी face_with_tears_of_joy ( न्यूटन) loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face,sarcastic,sarcastic,yes,7.34
sarakaara banane ke baad kiyaa thaa vaadaa sarakaara to banee hee naahee to paise kaise milenge yaaran face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,52.86
wafq bahot jaldi banned hone wala hai aur illigal property ko government ke under ayegi..,non-sarcastic,non-sarcastic,no,52.0
aare murkho congress ki sarkar aaya hota tb na milta media wale congress ki buraiya batata hai biki media hai aj tak enraged_face,sarcastic,sarcastic,no,71.11
Aur do vote rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,0.0
or apne dharm ko bhi bachao aallah huakbar,sarcastic,sarcastic,no,82.35
Baap ke ni bhidte bete grinning_face_with_sweat grinning_face_with_sweat,sarcastic,sarcastic,yes,29.03
Kis kisko Suhagraat ka wait hai see-no-evil_monkey shushing_face backhand_index_pointing_right backhand_index_pointing_right,non-sarcastic,sarcastic,no,12.5
5 star do nothing rolling_on_the_floor_laughing face_with_tears_of_joy moai,non-sarcastic,sarcastic,yes,7.41
garva se kaho tuma loga hija.de ho hindoo hokara hindoo kaa virodha karate ho,non-sarcastic,sarcastic,no,96.43
at least andhbhakts can't say that Muslims in India run on govt's money,sarcastic,sarcastic,no,4.55
lagjao sb iske khilaf jese bhi ho,non-sarcastic,sarcastic,no,100.0
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic,sarcastic,no,0.0
Why are you expecting dhruv to involve in all of these!? What. He did here?,non-sarcastic,sarcastic,no,0.0
"Sirf Muslim Ladies he hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing , pappu ne April fool banadeya, Rahul Gandhi ke Ghar jaoo Aur काटाकट - काटाकट lo",sarcastic,sarcastic,no,29.33
Padri bate kar raha hai mub khola hagna start face_with_tears_of_joy,non-sarcastic,sarcastic,yes,53.85
Star star plus cross_mark instgram plus check_mark_button grinning_face_with_sweat,non-sarcastic,sarcastic,yes,0.0
Next day: Waqf claimed supreme court,non-sarcastic,sarcastic,no,0.0
Terrorist spotted.. face_with_tears_of_joy Bolte rehna Tu bhi jail jayega aur tere bete bhi face_with_tears_of_joy,non-sarcastic,sarcastic,yes,37.78
aaagar congress party jeete hai toh 8000 rupe agye ye toh sudhir chaudhary pata hai per sarkar ko neecha dekh rahi hai vo pagal hai kya enraged_face,sarcastic,sarcastic,no,64.71
Arey sir Rathee laterine kar diya face_with_tears_of_joy,non-sarcastic,sarcastic,yes,23.81
aayyyyy for poverty aur tyre valo keliyeee,sarcastic,sarcastic,no,78.57
teri ma de shole ch lun,sarcastic,sarcastic,no,100.0
achhe din bas calendar mein likhe hain,sarcastic,sarcastic,no,88.89
aabe woo bhi tok ek hindu hai,non-sarcastic,sarcastic,no,100.0
aare hila awara koni ky faltu bai age,non-sarcastic,sarcastic,no,100.0
nountain dew dar ki ma ki choot,non-sarcastic,sarcastic,no,72.73
I am not understanding why the admin is asking to Godi media or YouTubers on contents they don't do or news they don't cover.... Respect for the lady red_heart,non-sarcastic,sarcastic,no,0.0
Kuch din do ....sab illegal wallo ko gira denge ....tumhari zubaan bhi Jai shree ram bolegi jab boldozer bahar khada kar denge face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ....Jai Shree Ram,sarcastic,sarcastic,yes,47.25
sakht karwahi hona chahiye is par,non-sarcastic,sarcastic,no,100.0
"mere zakhmon par namkeen hona hi tha toh hothon se laga lete, waise bhi chakna kam pad raha hai. #eershad",sarcastic,sarcastic,no,83.78
Cycled 50km for charity! Legs dead but heart full ❤️ #FitnessForACause,non_sarcastic,non-sarcastic,yes,0.0
ero teri nasl ki bhn ko lolla face_with_tears_of_joy,non-sarcastic,sarcastic,yes,34.78
Le kar de bolti band face_with_tears_of_joy face_with_tears_of_joy jai shri ram,sarcastic,sarcastic,yes,23.53
impact assessment se pehle appreciation post,sarcastic,sarcastic,no,33.33
ghalun pan ek reel kadhaychi na mg,non-sarcastic,sarcastic,no,83.33
kuch na karke dar ki machodo skull,non-sarcastic,sarcastic,no,90.0
Puri video ki maa chod di gravity ne rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,40.0
rt : naine dant tod dena hai aarnab ke agar aur kisi ka resignation manga toh !!!,non_sarcastic,sarcastic,no,74.07
aaata tu pan ja atmadhey tyach laykicha ahe.....,sarcastic,sarcastic,no,76.19
tujhaa navaraa kona aahe aani konatyaa gaavachaa aahe he saangaa,non-sarcastic,non-sarcastic,no,88.0
pn banaye fir dekhaya kese khata khatak karta he,non-sarcastic,sarcastic,no,88.89
"njhy nahi pta k yah video cut k upload ki gai hai ya nahi, just want to clear eeslam mein yah haraam hai..",non-sarcastic,non-sarcastic,no,51.43
pehle ye batao bacce ko ghar ke bahar rakha kyu,sarcastic,sarcastic,no,100.0
harm ki pili teri maki chhud randi,non-sarcastic,sarcastic,no,91.67
naa to kaangresa paartee khaataa khatakhata khaate men paisaa degee aura naksha degee aura deloo bhoota,sarcastic,sarcastic,no,91.43
wha re behn ke lode face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,16.67
Cameraman cross_mark_button mummy ka helicopter check_mark_button,non-sarcastic,sarcastic,yes,5.56
bolo ab mera yasu yasu haso meem banao dekho her telab me gandi machli hoti hai jo dusro k leyeh masla banti hai kesi k bhi mazhab ka mazak banana achi bat nhi baki kesi ko bora laga hu tu maf krna,non-sarcastic,non-sarcastic,no,100.0
thank god doll bach gaya crying_face,non-sarcastic,sarcastic,yes,23.08
barabar hai condom sirf ling par hi lagate hai fir oh kisika bhi q na ho,sarcastic,sarcastic,no,79.17
Kabhi kuch na kr ke dekho + dar ke Ange jit h face_with_tears_of_joy,non-sarcastic,sarcastic,yes,57.14
Specs red_heart from where did u order?,non-sarcastic,non-sarcastic,no,0.0
Achha hua dhruv rathee inke samne nahi aaya face_with_tears_of_joy,sarcastic,sarcastic,yes,50.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
hey shiv ji bcha liya triangular_flag,non-sarcastic,non-sarcastic,no,41.67
india secular hee nhi hona chahiye sirf hindu rashtra,sarcastic,non-sarcastic,no,88.24
"@SameerBhai ka reel viral hua, ab toh star ban gaya! ⭐",non_sarcastic,sarcastic,yes,50.0
sirf ek aur rebranding session chalu,sarcastic,sarcastic,no,60.0
हिंदू है red_heart red_heart red_heart जय श्री राम red_heart red_heart,non-sarcastic,non-sarcastic,no,0.0
teri ma behn di lan saleya enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,31.03
Tum issi layak ho lelo khata khat paisa face_with_tears_of_joy grinning_face_with_sweat,sarcastic,sarcastic,yes,42.11
gravity- mai madr... hu jo isme aya,sarcastic,sarcastic,no,53.85
Promotion mila! 🎉 Team ke saath party time 🍻 #CareerGrowth,non_sarcastic,non-sarcastic,yes,29.41
wahh bjp kya logic hai face_with_tears_of_joy,sarcastic,sarcastic,yes,14.29
Bhgg Bkl... Ye lo Moot diya Bhsdk Teri study mein rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,16.67
Mujhe garb h me hindu hu check_mark_button check_mark_button check_mark_button check_mark_button triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,20.41
𝙹𝚊𝚢 𝚜𝚑𝚛𝚎𝚎 𝚛𝚊𝚖 triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,0.0
to teri 36 avlade bhi kuch nhi ukhad sakti,sarcastic,sarcastic,no,93.75
MD nehru ki MKC face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,sarcastic,yes,4.17
"Logically dekhen to wo ling he h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy jokes apart - jb sanataniyon k baap ki party rapists and criminals ko ticket de skti h, to is ladki ne to esa kuch b ni kiya",sarcastic,sarcastic,yes,39.76
Ha zaa2 middle class ahe mnje amhi lok class mde kdhich nahi bast mg ...,non-sarcastic,sarcastic,no,59.26
Is bhen ki laudi ko mardo red_heart fire fire,sarcastic,sarcastic,no,64.29
Kya chutiya h ye ....aise kisi ki bhi प्रॉपर्टी hadp skte h aur jisme high court bhi interfere nhi kr skta wah nehru bahut achhe same on uhh enraged_face,non-sarcastic,sarcastic,no,58.33
An educated person never speak such things they should know how the ram mandir was build by winning the case in supreme court you should first do your home work sister,non-sarcastic,sarcastic,no,0.0
jis din hinduo ka khoon khol udha to koi bhi nhi bachega,sarcastic,sarcastic,no,100.0
"Shukriya @CustomerCare, 2 hours wait for ‘Hello’ 🤙📞 #ServiceKing",sarcastic,sarcastic,yes,0.0
tumhare jaisa CM har state mein chahiye,sarcastic,sarcastic,no,83.33
eendia eendia eendia eendia eendia eendia eendia eendia eendia jai hind,non-sarcastic,non-sarcastic,no,18.18
clip katna koi inse seekhe enraged_face,non-sarcastic,sarcastic,no,57.14
Loda daal diya rathi ke face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,21.43
flushed_face flushed_face flushed_face flushed_face flushed_face flushed_face flushed_face flushed_face flushed_face flushed_face,non-sarcastic,sarcastic,no,0.0
rojagaara shikshaa bhee mudaa hai yaara,non-sarcastic,sarcastic,no,100.0
aura jaane kitane veera yoddhaa jo sabakee aisee taisee karadete the magara inakee vajaha se saale sabakee aukaata hojaatee kucha bhee bolane kee enraged_face,non-sarcastic,sarcastic,no,90.57
aabe nusalman ki jat madrachod apni man chod le vaise bhi tum log kutte ki jat hote ho,non-sarcastic,sarcastic,no,87.5
"thik ahe amhi shiv sena manat nahi, kuthe jaun thond dakhvshil ai asel na ghari , tya ai la vichar barobr bole ka",non-sarcastic,sarcastic,no,88.37
logo ke pass chutiya ki video dekhne k time kese milta ha,sarcastic,sarcastic,no,82.35
bhaaee sabhee yoo pee vaalo ko mata jo.do yaara triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,no,64.29
nedia ko kya hua hai hindu nuslim bas,sarcastic,sarcastic,no,76.92
aare toba toba tum gym mnao,non-sarcastic,sarcastic,no,84.62
bilkul qayamat taq wahi rahegi babri masjid,non-sarcastic,sarcastic,no,93.33
bhai ab tu naye naye account bana ke sona ko pareshan karega !!!,non_sarcastic,sarcastic,no,80.0
me bhi lene gya tha mujhe nhi mila face_with_tears_of_joy,non-sarcastic,sarcastic,yes,57.69
"Jo dost bolte hain 'party dega,' woh saale pehle bhaagte hain jab bill aata hai. Friendship OP hai! 🍻😒",sarcastic,sarcastic,yes,73.53
or yeh hramn khule am kese ghum sakti h.,non-sarcastic,sarcastic,no,93.75
Ap logo ke sath thik hi ho rha h.. Modi ji ke sath rho face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy aish kuch nhi krna ho... Jai sri ram folded_hands folded_hands,sarcastic,sarcastic,yes,23.02
Mountain dew cross_mark tune kuch nahi Kiya cross_mark_button,non-sarcastic,sarcastic,yes,33.33
aabe tu chl aabe tu chl be,non-sarcastic,sarcastic,no,100.0
too ekaa baapaachee aaoolaada naaheen baaraache,non-sarcastic,sarcastic,no,100.0
kbhi chai pr bulao rathee ko sudhanshu ji ke sath me skull,non-sarcastic,sarcastic,no,94.74
oop ke hijde gujrati madhyapradesh proud feel triangular_flag triangular_flag triangular_flag,sarcastic,sarcastic,no,12.5
yeh sab ek bade masterplan ka hissa hai,sarcastic,sarcastic,no,84.62
muslima aurate bheekha ke liye kucha bhee kara sakatee hai,sarcastic,sarcastic,no,94.74
aabhi unki sarkar bani nhi hai bhai,non-sarcastic,sarcastic,no,100.0
Hamara chpdo aap ko tho tension shur huva kya bhai face_with_tears_of_joy,sarcastic,sarcastic,yes,60.0
देश का बजट ४० लाख करोड़ है और देश कि अंदाजन महीला ६५ लाख होगी.. तो १ लाख साल का देना हो गा तो ६५ लाख करोड़ रूपये लगेगें rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing यूवावो का गिना नहीं rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,4.17
Vaishno devi shrine board Kay Kay pass hai ... Which is autonomous... YouTube Gyan bekar,non-sarcastic,sarcastic,no,28.57
"After 2 kids , govt should stop giving them citizenship",sarcastic,sarcastic,no,0.0
Leftists logo ko bura lagega yeh video face_with_tears_of_joy,non-sarcastic,sarcastic,yes,36.36
"oonki sarkar bana hai , godi nedia .",sarcastic,sarcastic,no,85.71
"Friend ne birthday pe surprise diya, ab badle mein kuch special karna toh padega hi. Friendship duties! 🎂🥳 #FriendsForever",non_sarcastic,non-sarcastic,yes,53.12
nain to ye soch raha hun ki ye congress kitni badi harami party hai,non-sarcastic,sarcastic,no,72.73
Link bhi do sath inki amma k liye hum hai smiling_face_with_horns,sarcastic,sarcastic,yes,60.0
naut ko chu ke tak se wapis,non-sarcastic,sarcastic,no,100.0
bda he bekar anchor he mahol shant chal rah h brdash nahi ho raha kiya ...uksane me lage huwe hn k ao jhagda kro....hindu mslim bhai bhai jay hind jay bharat clapping_hands,sarcastic,sarcastic,no,71.43
Heart touching video cross_mark kidney touching video check_mark_button,sarcastic,sarcastic,yes,0.0
tujhyaa puchita paanee ghaalaayalaa kaaya hota,non-sarcastic,sarcastic,no,89.47
aaunty be like newton ki ma ka bhosda,sarcastic,sarcastic,no,53.85
lode ka bal hai yee hundred_points face_with_tears_of_joy news wala,sarcastic,sarcastic,yes,34.78
tu dalal hai ye ham jante hai bikaaoo midia,sarcastic,sarcastic,no,85.71
ballu jel se farhar skull moai,non-sarcastic,non-sarcastic,no,70.0
aaye hai bhai uske support me bhot aaye hai,non-sarcastic,sarcastic,no,92.86
tujhe paisa diya hai eyh sab karke jhagda lagana,non-sarcastic,sarcastic,no,100.0
eka vaishyaa ko hee kandoma kee ahamiyata pataa hogee naa... face_with_tears_of_joy,non-sarcastic,sarcastic,yes,62.16
agara musalamaana tuma itane hee achche ho to isako gaalee kyon naheen de rahe ho tumhaaree himmata naheen ho rahee kucha bolane ke lie kamenta baॉksa se ekadama gaayaba ho chupa gae ho,sarcastic,sarcastic,no,100.0
#sushmandhare you opened doors of hell for yourself. balasaheb ka nam duba diya is shivsena ke logo ne. satta ke lalach mein gatar ban gaye ho tum sab nirlaj log..,non-sarcastic,sarcastic,no,62.26
relex mitron ......isa saala aakhira taka ye vaphpha bhee khatma ho jaaegaa ..... smiling_face_with_heart-eyes,sarcastic,sarcastic,yes,45.65
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
yoopee vaalon ne raamachandra jee ko phira vanavaasa de diyaa|,non-sarcastic,sarcastic,no,58.33
This is wrong respect all flags,non-sarcastic,non-sarcastic,no,0.0
face_with_tears_of_joy yrr dhruv ke chamcho pe v mut diya face_with_tears_of_joy,sarcastic,sarcastic,yes,27.03
UP cross_mark MP check_mark_button GUJRAT check_mark_button,non-sarcastic,sarcastic,yes,4.76
ddar mi ma ki chu cross_mark dar ki 5 bar ma ki chu,non-sarcastic,sarcastic,yes,75.0
oosaata paidaa jhaalelee olaada aahe hi kitee janaachee aahe,sarcastic,sarcastic,no,100.0
bhagwan ap ka bhut bhut thanks muje hindu bnaya triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,no,46.67
1 desee kaa pauaa andara dara kee #######,non-sarcastic,sarcastic,no,60.0
4 june ke bad sab khatam skull_and_crossbones,non-sarcastic,sarcastic,no,52.94
enraged_face enraged_face enraged_face enraged_face enraged_face This Nehru laid the foundation,non-sarcastic,sarcastic,no,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
tumhara leadership style web series ke laayak hai,sarcastic,sarcastic,no,66.67
kejriwal : hum us runout ki cbee janch karwaengey ! #eendvspak #bleedblue,sarcastic,sarcastic,no,37.93
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
ese to patthar hi to hai mut bhi lo uske upar kya hi ho jayega,sarcastic,sarcastic,no,100.0
"ghar main aagarbatti din main do bar use hoti hai. pooja important hai but ""pooja ""aarchana sadhana etc nahi. #gstcouncil #gst",non_sarcastic,sarcastic,yes,61.9
eendia eendia eendia saluting_face saluting_face saluting_face saluting_face,non-sarcastic,sarcastic,no,0.0
hamaare modee jee hee achche hain jaya shree raama vande maatarama,sarcastic,non-sarcastic,no,100.0
मोदी जैसा कोई नहीं folded_hands triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic,non-sarcastic,no,0.0
tu bhi marega owaisi ruk tera beta b ram ram bolega,non_sarcastic,sarcastic,no,78.95
andar se toote hue log bahar se motivational speaker,sarcastic,sarcastic,no,53.33
"Street ka chaat khaaya @DelhiEats, pet mein bomb phat gaya, b#ch quality! 🤢",sarcastic,sarcastic,yes,56.0
Wo sab chodho aap to ZEE NEWS mai the face_without_mouth . AAJ TAK mai kese aaye skull,sarcastic,sarcastic,no,70.0
Facts are facts... Faisla se pehle border k par aap bhi hoge iss hisab se?,sarcastic,sarcastic,no,61.54
randi samaana goshta bolunaye oodava saaheba aashimaanaseaapale panshaamadhe thevale tarapansha sanpala aase nankeehonaara,non-sarcastic,sarcastic,no,100.0
Bas tum kitni padhi likhi ho dikh gya … face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy MP ke pass koi power nahi hoti to victory sign bana ke kyu dikha rathe they ..anpad ..nitish kumar and chandrababu naydu se pucho jake btaenge power kya hoti mp ki,sarcastic,sarcastic,yes,42.16
prank kiye apke sath samne camera dekh kr hath hila dijye,sarcastic,sarcastic,no,85.0
agan ra*** too aamhaalaa shikavate kaa raama bhaktaannaa tujhyaasaarakhyaa raandaannaa mee maana naahee deta aamhee jara aamachyaa laayakee madhye aalo tara tujhyaasaarakhyaa raandaannaa budhavaara petha madhye neoona basoo shakato,sarcastic,sarcastic,no,93.02
aare lalchiyon 70 salon se paisa nahin diya aur kya paise denge aur dohe gandhi ko paise dega,sarcastic,sarcastic,no,90.62
"Weekend pe Netflix binge ka plan bana ke rakha tha, but boss ne last minute kaam pakda diya. Zindagi ki tragedy! 😭🍿 #WorkLifeBalance",sarcastic,sarcastic,yes,47.5
saba se jaadaa desha ke gaadara beejepee vaale hai,non-sarcastic,sarcastic,no,100.0
comfortable sab hote hai bus tu hee idhar udhar hath lagata hai,non-sarcastic,sarcastic,no,83.33
to desh se nikalna padega bolne k liye,sarcastic,sarcastic,no,100.0
gravity ko paisa khela di hai kya,sarcastic,sarcastic,no,90.91
bade aaram sy + darr ky age jeet hai,non-sarcastic,sarcastic,no,92.31
Yhi baat nakab hta ke bolti dum hai to face_with_tears_of_joy,non-sarcastic,sarcastic,yes,56.0
Abe wo bharat nhi chlata face_with_tears_of_joy,sarcastic,sarcastic,yes,30.0
"koi bat nahi, jaha bol rahe waha ek aaur mandir bana denge",sarcastic,sarcastic,no,85.0
yah donon teena-teena sau rupya me de degi,non-sarcastic,sarcastic,no,93.75
Ab isse bhi fatne lagi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,15.38
tum medica wala isiliye har jagah mara jata ho jala ag failao,sarcastic,sarcastic,no,90.0
hama asalee hindoo he musalamaana se dare hue beejepee ke gulaama nahee,sarcastic,sarcastic,no,100.0
Do nothing + daar ki ma ki ch**t check_mark_button moai,sarcastic,sarcastic,no,36.84
woozy_face woozy_face woozy_face woozy_face ise hindu muslim ke siwa or kuchh or nahi ata kya ....kidhar yaqub nemon ..daood ibhrahim ...or kidhar munavvar faruqui ...ye konsa sasta nasha kar ke ata he yar,sarcastic,sarcastic,no,39.53
maine to nahi lagayee,non_sarcastic,sarcastic,no,100.0
Sudhir Chowdhury desh ke liye bawaseer anchor hai face_with_tears_of_joy,sarcastic,sarcastic,yes,29.63
भैया हम कुछ नहीं बोलेंगे अगर मैंने कुछ बोला तो आप विवाद हो जाएगा face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,6.38
ye sari ladai linga ke upara hee hai,non-sarcastic,sarcastic,no,100.0
kute ka kam bhokhna hi hota hai agar ye chup ho gya to bhokega kon face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,52.17
bhai ab kr tu he kch,sarcastic,sarcastic,no,100.0
Dhruv rathee toh bade wala chutiya,sarcastic,sarcastic,no,76.92
gravity gayee ma chudane aisa kuch hota hi nahi hai,non-sarcastic,sarcastic,no,93.33
Jai shree ram red_heart red_heart red_heart red_heart,non-sarcastic,non-sarcastic,no,22.22
nuslman ki nasl hi khrab hain enhe jine ka koi hak nhi,sarcastic,sarcastic,no,85.71
sale chapri lund ke bal dhruv,sarcastic,sarcastic,no,50.0
Gravity baad me cross_mark nautanki pehle check_mark_button,non-sarcastic,sarcastic,yes,44.44
Jay shree Ram जय बजरंग जय हिंदुराष्ट्र Jay shivay red_heart,non-sarcastic,non-sarcastic,no,41.67
jo tere bat karte ho to dimag kharab kyon nahin kar sakta kya,sarcastic,sarcastic,no,100.0
please share your knowledge upon this,non-sarcastic,non-sarcastic,no,0.0
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
aallaha hu akbar green_heart green_heart green_heart green_heart green_heart green_heart green_heart,non-sarcastic,non-sarcastic,no,14.81
hilaa aapalyaa hindoonnee hichee jaagaa daakhavaleecha paahije..,sarcastic,sarcastic,no,92.31
"""Everyone please support DIGITAL SATYAGRAH for the justice in NEET 2024 scam and file the RTI folded_hands",non-sarcastic,non-sarcastic,no,0.0
nauntndew dr ki ma ki chut,non-sarcastic,sarcastic,no,50.0
devee devataancha clapping_hands . soda aamhee yeto tujhyaa javala chaalala kaa,non-sarcastic,sarcastic,no,80.0
Babar chakka tha ye kyo nhi bolte face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,26.67
aasi hi drafting sikhni hai grinning_face,non-sarcastic,sarcastic,yes,35.71
"haha, sab karte hai",non_sarcastic,sarcastic,no,62.5
chutiye log … nha chutiye log,sarcastic,sarcastic,no,90.91
tujhaa daanaa jhavalaa kachaa kachaa chinaala raanda,non-sarcastic,sarcastic,no,100.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy tumara record khatam fire fire fire fire,sarcastic,sarcastic,yes,7.41
आता खा गुळीगत बुक्की face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,25.0
sirf nuslim ko diya ja rha h kya yha par to koi bhi hindu dikh nhi rha h face_with_tears_of_joy,sarcastic,sarcastic,yes,70.73
He will tell all real truths skull skull skull because he have so many fathers they will tell him this truths face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,yes,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
"Abe andhbhakt bkl wo ""sitting cm"" bol raha hai qki Kejriwal ne resignation nahi diya hai. GAWAR clown_face clown_face clown_face",sarcastic,sarcastic,no,43.48
अयोध्या वाले रामभक्त है check_mark_button अंधभक्त नहीं है cross_mark face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
Everyone say Jaa na l rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,17.65
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
lgi to taerae mae h jo comment pae sbsae phlae reply krnae kuda face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,41.86
Bharva Giri karna band karo bhai face_with_open_mouth,sarcastic,sarcastic,yes,38.89
mujhe to ek bhu muslim ka camment ni dikh rha,non-sarcastic,non-sarcastic,no,82.35
Sarkar to bana nhi to pesa q de face_with_rolling_eyes,sarcastic,sarcastic,yes,61.11
jindabad kise bol rhe ho wo to tudwadi bolo jai shree ram,sarcastic,sarcastic,no,95.24
Bhai ne kya phone neechye kiya hai last me rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,17.19
thumbs_down thumbs_down thumbs_down thumbs_down thumbs_down thumbs_down,non-sarcastic,sarcastic,no,0.0
tum sabko dub mar jana chahiye,sarcastic,sarcastic,no,91.67
ye sare paise rakh le aur meri suhagrat pe national anthem mat,sarcastic,sarcastic,no,83.33
that means you are saying it’s ok to have so many kids….bhai waise hi gareeb dikhra h ye….upar se itne bacche kar liye …laga dega unko cycle ki dukan pe,non-sarcastic,sarcastic,no,60.78
Support BJP and they will be Remove the waqf board,sarcastic,sarcastic,no,0.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing aur do Papu ko vote ...aapko Papu bana deya grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes,sarcastic,sarcastic,yes,7.83
Ye congress valo ne he ye sb mia hai,sarcastic,sarcastic,no,76.92
Mountain dew darki maa ki bhosda face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,18.75
doguloo hinduo saram to nhe aye hoge na tumhe gulami kran pasand hai tum bo he kroge ya jatiyo me batana hai tumhe us modi us bjp se us ram se mafi mangni chahiye tumhe,sarcastic,sarcastic,no,87.3
ruk jawo uska bhi no. hai,non-sarcastic,sarcastic,no,80.0
lagataa hai mahilaaon ko kaanoona milaa huaa hazama naheen ho rahaa hai,sarcastic,sarcastic,no,100.0
eka ora vaadaa kiyaa thaa aalu se sonaa banaaugaa,non-sarcastic,sarcastic,no,100.0
